loan_amnt,term,int_rate,grade,annual_inc,verification_status,purpose,inq_last_6mths,revol_util,total_acc,loan_amnt_per_installment,income_to_interest_ratio,is_bad,prediction
0.1492564711231274,-0.5842496585823979,1.0782030086596142,0.8100918037741706,-0.0197612726085052,0.1815472706824963,-0.7282218248881588,0.1400385990649493,0.4149562698470978,0.2794151792690109,0.0365796450475094,0.2455976697825578,0,0.09566960804156632
-0.1136274088405962,-0.5842496585823979,-0.4510494634847755,-0.6703789451758733,-0.2564050984955845,0.1815472706824963,-0.0646510075908233,-0.1315996512450266,-0.0767868396195261,-0.2635387214837963,0.0365796450475094,-0.7653178757221953,0,0.3725533514115218
0.0699371561929553,0.2741932352878593,1.0782030086596142,0.8100918037741706,-0.0197612726085052,0.1815472706824963,0.3277091886279671,0.1400385990649493,0.4149562698470978,-0.1755852833846758,0.0365796450475094,0.2455976697825578,0,0.032018671796200826
-0.1136274088405962,-0.5842496585823979,0.2745958928330622,0.2265652678945196,-0.0197612726085052,0.1815472706824963,-0.0646510075908233,0.1400385990649493,0.1755505502027673,0.0467236396204135,0.0365796450475094,-0.457504039636019,0,0.1458954901343332
-0.1136274088405962,0.2741932352878593,0.2745958928330622,0.2265652678945196,-0.0197612726085052,-0.1754148966062777,-0.0646510075908233,-0.1315996512450266,0.1755505502027673,0.0467236396204135,0.0365796450475094,-0.457504039636019,0,0.12505984439345696
0.1492564711231274,-0.5842496585823979,-0.4510494634847755,-0.3211567323532551,-0.0197612726085052,-0.1754148966062777,-0.0646510075908233,-0.0877430946845667,0.4149562698470978,0.0467236396204135,0.0365796450475094,0.4964192327217183,0,0.1736022027624093
0.0699371561929553,-0.5842496585823979,1.0782030086596142,0.8100918037741706,0.3467060956374487,0.1815472706824963,0.3277091886279671,0.1400385990649493,0.4149562698470978,0.0467236396204135,0.0365796450475094,0.2455976697825578,0,0.028151259488102102
0.1492564711231274,-0.5842496585823979,-0.4510494634847755,-0.3211567323532551,-0.2564050984955845,-0.0565252838751664,-0.0646510075908233,0.1400385990649493,-0.5767581587985698,-0.1755852833846758,0.0365796450475094,0.2455976697825578,0,0.3257785037508035
-0.4715241000296509,0.2741932352878593,-0.4510494634847755,-0.3211567323532551,-0.0197612726085052,-0.1754148966062777,-0.0646510075908233,-0.1315996512450266,-0.0767868396195261,0.0467236396204135,-0.2554470223252212,-0.7653178757221953,0,0.2303903762177094
0.0699371561929553,0.2741932352878593,0.2745958928330622,0.8100918037741706,-0.2564050984955845,0.1815472706824963,0.54418040527404,-0.0877430946845667,0.4149562698470978,0.0467236396204135,0.0365796450475094,-0.0401016167027886,0,0.07146531041955559
0.0699371561929553,0.2741932352878593,1.0782030086596142,0.8100918037741706,0.2049727030144947,-0.0565252838751664,0.3277091886279671,0.1400385990649493,0.1755505502027673,0.0467236396204135,0.0365796450475094,0.2455976697825578,0,0.027066835833951995
-0.4715241000296509,0.2741932352878593,-0.1294756010806198,0.2265652678945196,0.3467060956374487,0.1815472706824963,-0.0646510075908233,0.1400385990649493,0.1755505502027673,0.0467236396204135,0.0365796450475094,-0.0401016167027886,0,0.08572897821551435
-0.1136274088405962,0.2741932352878593,0.2745958928330622,0.8100918037741706,0.3467060956374487,-0.1754148966062777,-0.0646510075908233,-0.1315996512450266,-0.1995863387939479,0.0467236396204135,0.0365796450475094,0.2455976697825578,0,0.08372482004014639
0.1492564711231274,0.2741932352878593,0.2745958928330622,0.2265652678945196,-0.0197612726085052,0.1815472706824963,0.54418040527404,-0.1315996512450266,0.4149562698470978,-0.2635387214837963,0.0365796450475094,0.2455976697825578,0,0.05164071621264437
